8202b02e-439e-4bf5-91e1-98862f484d94;104,19
8202b02e-439e-4bf5-91e1-98862f484d94;96,42
8202b02e-439e-4bf5-91e1-98862f484d94;103,42
8202b02e-439e-4bf5-91e1-98862f484d94;104,97
38b55a39-1b3e-4b66-8141-356acb1328a3;95,56
38b55a39-1b3e-4b66-8141-356acb1328a3;102,24
38b55a39-1b3e-4b66-8141-356acb1328a3;100,85
38b55a39-1b3e-4b66-8141-356acb1328a3;104,07
df02baf1-2c64-4a62-9b6b-09846b2425df;99,59
df02baf1-2c64-4a62-9b6b-09846b2425df;102,76
df02baf1-2c64-4a62-9b6b-09846b2425df;102,34
df02baf1-2c64-4a62-9b6b-09846b2425df;104,91
4bcdfacb-545a-4b69-b627-7521c7e8156f;103,61
4bcdfacb-545a-4b69-b627-7521c7e8156f;100,13
4bcdfacb-545a-4b69-b627-7521c7e8156f;104,8
4bcdfacb-545a-4b69-b627-7521c7e8156f;95,06
520bf028-a60c-4350-90b8-ebb6f3dc0f89;100,28
520bf028-a60c-4350-90b8-ebb6f3dc0f89;95,79
520bf028-a60c-4350-90b8-ebb6f3dc0f89;95,3
520bf028-a60c-4350-90b8-ebb6f3dc0f89;98,18
3fc56e9e-2c98-47ee-88a7-ac396615a92f;99,1
3fc56e9e-2c98-47ee-88a7-ac396615a92f;98,05
3fc56e9e-2c98-47ee-88a7-ac396615a92f;103,74
3fc56e9e-2c98-47ee-88a7-ac396615a92f;100,68
9faeac88-5b8a-431b-980e-e3c93dd0ec1b;103,46
9faeac88-5b8a-431b-980e-e3c93dd0ec1b;96,62
9faeac88-5b8a-431b-980e-e3c93dd0ec1b;102,11
9faeac88-5b8a-431b-980e-e3c93dd0ec1b;96,56
7f84089c-8f51-4e1d-bce3-1bffccc3eb8f;109,09
7f84089c-8f51-4e1d-bce3-1bffccc3eb8f;108,49
7f84089c-8f51-4e1d-bce3-1bffccc3eb8f;110,65
7f84089c-8f51-4e1d-bce3-1bffccc3eb8f;108,91
e09d1636-9445-42f8-9159-8d4f2637cab3;109,53
e09d1636-9445-42f8-9159-8d4f2637cab3;108,02
e09d1636-9445-42f8-9159-8d4f2637cab3;108,45
e09d1636-9445-42f8-9159-8d4f2637cab3;108,59
0ecb0331-0b9d-4ccb-923d-fa9752bbabff;108,34
0ecb0331-0b9d-4ccb-923d-fa9752bbabff;109,51
0ecb0331-0b9d-4ccb-923d-fa9752bbabff;108,62
0ecb0331-0b9d-4ccb-923d-fa9752bbabff;110,19
6ffb3b4f-b9c2-4233-9b86-b678f8fdb981;110,15
6ffb3b4f-b9c2-4233-9b86-b678f8fdb981;110,92
6ffb3b4f-b9c2-4233-9b86-b678f8fdb981;109,7
6ffb3b4f-b9c2-4233-9b86-b678f8fdb981;108,17
4a0d9785-2c6e-49cf-99d8-f8c000751686;103,3
4a0d9785-2c6e-49cf-99d8-f8c000751686;102,84
4a0d9785-2c6e-49cf-99d8-f8c000751686;102,82
4a0d9785-2c6e-49cf-99d8-f8c000751686;95,97
bae33fd0-ab7e-4405-936d-9f19a768f6cb;101,52
bae33fd0-ab7e-4405-936d-9f19a768f6cb;97,46
bae33fd0-ab7e-4405-936d-9f19a768f6cb;104,99
bae33fd0-ab7e-4405-936d-9f19a768f6cb;101,9
29ca1170-7b1b-43f7-9c63-84dba39fd2c6;97,66
29ca1170-7b1b-43f7-9c63-84dba39fd2c6;97,84
29ca1170-7b1b-43f7-9c63-84dba39fd2c6;100,85
29ca1170-7b1b-43f7-9c63-84dba39fd2c6;101,14
265d1484-a05d-430a-8bf5-9b93cb3f9bfc;97,68
265d1484-a05d-430a-8bf5-9b93cb3f9bfc;97,74
