8202b02e-439e-4bf5-91e1-98862f484d94=111*37*70000002;112*27*70000002;140*19*70000002;109*32*70000002;!
38b55a39-1b3e-4b66-8141-356acb1328a3=140*27*70000002;189*35*70000002;147*41*70000002;152*15*70000002;!
df02baf1-2c64-4a62-9b6b-09846b2425df=103*36*70000002;195*24*70000002;132*34*70000002;172*42*70000002;!
4bcdfacb-545a-4b69-b627-7521c7e8156f=142*16*70000002;172*42*70000002;179*47*70000002;117*32*70000002;!
520bf028-a60c-4350-90b8-ebb6f3dc0f89=172*57*70000002;124*10*70000002;133*50*70000002;104*22*70000002;!
3fc56e9e-2c98-47ee-88a7-ac396615a92f=106*48*70000002;129*17*70000002;166*54*70000002;155*52*70000002;!
9faeac88-5b8a-431b-980e-e3c93dd0ec1b=163*34*70000002;148*30*70000002;121*18*70000002;170*21*70000002;!
7f84089c-8f51-4e1d-bce3-1bffccc3eb8f=131*57*70000002;187*10*70000002;145*36*70000002;159*26*70000002;!
e09d1636-9445-42f8-9159-8d4f2637cab3=101*15*70000002;188*37*70000002;115*14*70000002;160*20*70000002;!
0ecb0331-0b9d-4ccb-923d-fa9752bbabff=176*44*70000002;120*56*70000002;163*37*70000002;198*34*70000002;!
6ffb3b4f-b9c2-4233-9b86-b678f8fdb981=132*23*70000002;103*41*70000002;169*44*70000002;130*51*70000002;!
4a0d9785-2c6e-49cf-99d8-f8c000751686=170*49*70000002;169*30*70000002;101*27*70000002;169*31*70000002;!
bae33fd0-ab7e-4405-936d-9f19a768f6cb=150*14*70000002;170*15*70000002;165*26*70000002;176*46*70000002;!
29ca1170-7b1b-43f7-9c63-84dba39fd2c6=197*38*70000002;115*34*70000002;185*37*70000002;182*57*70000002;!
265d1484-a05d-430a-8bf5-9b93cb3f9bfc=146*19*70000002;184*11*70000002;146*59*70000002;191*21*70000002;!
3756be30-7df0-403d-b9ee-708500e07379=167*23*70000002;176*19*70000002;120*50*70000002;116*35*70000002;!
a236ffd1-b3c5-449e-a247-ae62ed524a02=149*18*70000002;173*21*70000002;171*57*70000002;153*48*70000002;!
d4983565-b0d3-489c-be6c-77180a081a6d=157*40*70000002;119*17*70000002;140*42*70000002;151*57*70000002;!
86f38477-19d5-402e-9812-d806ee5a1b77=160*52*70000002;134*20*70000002;171*25*70000002;102*30*70000002;!
0bd4f923-c1c8-46fe-b095-bdff1b48c97a=160*31*70000002;136*44*70000002;185*44*70000002;194*12*70000002;!
0a694afa-4c2d-40ef-ba01-3829138cf81b=147*16*70000002;151*59*70000002;119*31*70000002;160*54*70000002;!
a62192e8-2a9c-40c3-8514-348ef9774c25=121*33*70000002;168*53*70000002;161*39*70000002;186*33*70000002;!
92da1203-9a93-4187-bc53-5ae3bd6c3dc2=103*40*70000002;133*54*70000002;114*38*70000002;192*23*70000002;!
4cfcb11f-9fce-4a61-9003-95cc2fcef6cd=174*57*70000002;171*10*70000002;130*49*70000002;156*55*70000002;!
09f1cf01-4f8f-4b67-92b6-f3c27a39f857=182*54*70000002;153*15*70000002;180*21*70000002;196*12*70000002;!
5637838e-962b-4eac-91f0-8713cf2832e6=198*22*70000002;147*45*70000002;111*23*70000002;131*38*70000002;!
f6c5b5c0-bac2-4a27-a75d-30604b23737e=130*49*70000002;113*15*70000002;116*31*70000002;162*53*70000002;!
e0cd0c9f-de13-45a0-8ebf-9d40ae1ccaa1=143*20*70000002;182*15*70000002;121*48*70000002;110*44*70000002;!
ba2e3799-2609-4f88-9cbe-433f80245261=199*39*70000002;151*26*70000002;144*34*70000002;116*25*70000002;!
11588ea7-dbc0-4b10-b0b7-abc6073fec22=156*51*70000002;159*22*70000002;194*49*70000002;181*35*70000002;!
9a14a581-113c-4973-a64a-8b73bf639834=112*15*70000002;185*23*70000002;149*32*70000002;124*58*70000002;!
253035f0-b60c-490f-8fbe-7684d1d1fd83=104*29*70000002;147*32*70000002;177*12*70000002;189*59*70000002;!
39e52c99-d626-4e2a-b71d-434036e5b8a9=104*51*70000002;115*52*70000002;119*55*70000002;106*20*70000002;!
ee61198a-4488-41ac-a420-3c0e7fac3113=155*24*70000002;188*25*70000002;195*51*70000002;199*22*70000002;!
86dd3d4a-becb-4731-aac5-c8e18cd4142f=139*11*70000002;188*42*70000002;130*23*70000002;108*47*70000002;!
98c65681-c06c-45f2-a4ae-13757d127619=152*44*70000002;199*35*70000002;142*57*70000002;120*32*70000002;!
52cba407-c039-4516-871d-8eda3da0e1f3=111*42*70000002;104*12*70000002;193*42*70000002;122*22*70000002;!
f38a0bd6-adef-4027-849c-3a56990958eb=126*30*70000002;114*59*70000002;199*30*70000002;122*24*70000002;!
511bb44e-8f83-4cbe-99d3-7ddbb0f6eb26=158*53*70000002;198*38*70000002;184*43*70000002;113*29*70000002;!
9e1cf8c8-1765-4e3f-887c-331f083962d1=197*15*70000002;187*44*70000002;126*54*70000002;182*23*70000002;!
9983eee4-900f-47d2-916d-bcd3636ec233=136*56*70000002;127*43*70000002;158*55*70000002;128*10*70000002;!
7f090fb0-e56b-4f74-b622-6ba57d0ef04c=163*29*70000002;114*19*70000002;154*32*70000002;110*30*70000002;!
e009fdf5-1895-4ca8-a9f8-5beb9bdc030c=156*42*70000002;145*23*70000002;176*31*70000002;168*25*70000002;!
0f168ceb-59d1-4e79-91e9-eba4a6638e01=129*14*70000002;186*58*70000002;129*41*70000002;112*23*70000002;!
ff471666-600c-4cbd-9b1a-f2db18ce20b2=142*18*70000002;129*39*70000002;112*43*70000002;100*55*70000002;!
a3cd8aea-c0b0-4a64-abd5-f22c16183163=154*58*70000002;154*19*70000002;162*24*70000002;189*59*70000002;!
9a4140ac-3833-40b9-80ce-9292abdb669a=115*44*70000002;196*26*70000002;148*20*70000002;156*54*70000002;!
23cbf560-42f8-4bbc-aec5-96a43b0152d6=103*31*70000002;182*43*70000002;101*23*70000002;152*53*70000002;!
974eb03b-24c0-401b-92e2-79d56ebedbd9=161*54*70000002;148*29*70000002;172*47*70000002;124*30*70000002;!
cc839b88-656c-439d-a941-f9421c2f1f27=141*30*70000002;114*39*70000002;157*21*70000002;196*41*70000002;!
